CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
12205,MRS.,MADISON,LONG,1938-10-02,S,F,madison45@adventure-works.com,130000.0,2.0,Bachelors,Management,N
12245,MR.,FRANCISCO,GONZALEZ,1978-11-26,S,M,francisco20@adventure-works.com,10000.0,0.0,Partial College,Manual,Y
12252,MR.,OMAR,LIU,1977-10-01,M,M,omar4@adventure-works.com,20000.0,0.0,Partial College,Manual,N
12260,MRS.,MELINDA,ROMERO,1961-05-05,M,F,melinda4@adventure-works.com,30000.0,4.0,Graduate Degree,Clerical,Y
12279,MR.,MATHEW,SUAREZ,1970-06-21,M,M,mathew15@adventure-works.com,30000.0,0.0,Bachelors,Clerical,Y
12285,MRS.,BETHANY,CHANDE,1969-11-28,S,F,bethany18@adventure-works.com,30000.0,1.0,Bachelors,Clerical,Y
12289,MR.,JOSEPH,TAYLOR,1968-03-23,S,M,joseph15@adventure-works.com,10000.0,2.0,High School,Manual,Y
12291,MR.,JOHNATHAN,SURI,1944-04-19,S,M,johnathan1@adventure-works.com,90000.0,5.0,Partial College,Professional,N
12296,MR.,FRANCISCO,SARA,1945-02-15,M,M,francisco11@adventure-works.com,70000.0,5.0,High School,Professional,N
12301,MRS.,NICHOLE,NARA,1946-12-05,S,F,nichole16@adventure-works.com,100000.0,2.0,Bachelors,Management,Y
12315,MRS.,ANN,RODRIGUEZ,1953-09-19,M,F,ann24@adventure-works.com,130000.0,4.0,Partial College,Professional,Y
12333,MR.,TERRANCE,RODRIGUEZ,1948-11-18,M,M,terrance17@adventure-works.com,90000.0,4.0,High School,Management,N
12384,MRS.,JACQUELYN,GUTIERREZ,1973-10-01,M,F,jacquelyn11@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y
12395,MR.,KYLE,CARTER,1971-04-25,S,M,kyle39@adventure-works.com,30000.0,0.0,High School,Manual,Y
12403,MR.,HENRY,YOUNG,1971-06-18,S,M,henry24@adventure-works.com,40000.0,2.0,Partial College,Clerical,Y
12423,MRS.,SARAH,THOMPSON,1954-04-25,S,F,sarah17@adventure-works.com,20000.0,3.0,Partial High School,Clerical,N
12461,MS.,RUTH,SURI,1968-02-28,M,F,ruth6@adventure-works.com,40000.0,0.0,Graduate Degree,Clerical,Y
12465,MRS.,CASSANDRA,PATEL,1967-02-23,M,F,cassandra3@adventure-works.com,20000.0,1.0,Partial College,Manual,Y
12495,MR.,LUCAS,MILLER,1964-03-15,S,M,lucas19@adventure-works.com,30000.0,2.0,Partial College,Clerical,Y
12556,MR.,MANUEL,KAPOOR,1939-08-12,M,M,manuel1@adventure-works.com,10000.0,2.0,Bachelors,Clerical,Y
12560,MRS.,MANDY,GAO,1940-01-01,M,F,mandy16@adventure-works.com,20000.0,1.0,Bachelors,Clerical,Y
12585,MR.,IAN,MARTINEZ,1979-06-24,M,M,ian15@adventure-works.com,10000.0,1.0,High School,Manual,Y
12599,MRS.,JILLIAN,FERNANDEZ,1959-12-11,M,F,jillian16@adventure-works.com,20000.0,2.0,Partial College,Manual,Y
12607,MRS.,TAMARA,ZHU,1960-09-22,M,F,tamara3@adventure-works.com,40000.0,3.0,Graduate Degree,Clerical,Y
12622,MR.,MICHEAL,RUBIO,1969-04-10,M,M,micheal17@adventure-works.com,40000.0,0.0,Graduate Degree,Skilled Manual,Y
12631,MR.,CLARENCE,GAO,1944-05-17,S,M,clarence8@adventure-works.com,70000.0,5.0,High School,Professional,Y
12648,MRS.,LORI,DOMINGUEZ,1952-03-10,M,F,lori14@adventure-works.com,170000.0,4.0,Partial College,Professional,Y
12663,MRS.,MORGAN,ADAMS,1947-06-24,M,F,morgan12@adventure-works.com,90000.0,5.0,Partial High School,Skilled Manual,Y
12686,MS.,TRISHA,ZHOU,1972-10-18,S,F,trisha3@adventure-works.com,90000.0,0.0,Bachelors,Professional,Y
12696,MS.,STACEY,HU,1971-03-17,M,F,stacey21@adventure-works.com,100000.0,0.0,High School,Management,Y
12740,MS.,KATHRYN,GOEL,1972-11-27,S,F,kathryn17@adventure-works.com,30000.0,0.0,High School,Manual,Y
12743,MR.,CARL,KUMAR,1972-12-19,M,M,carl7@adventure-works.com,40000.0,2.0,Partial College,Clerical,N
12753,MR.,RAMON,ZHAO,1971-05-20,S,M,ramon10@adventure-works.com,40000.0,2.0,Partial College,Clerical,Y
12763,MRS.,CHLOE,RUSSELL,1953-02-05,M,F,chloe85@adventure-works.com,30000.0,1.0,Bachelors,Skilled Manual,Y
12800,MRS.,LACEY,CHEN,1968-03-21,M,F,lacey14@adventure-works.com,30000.0,1.0,Bachelors,Clerical,Y
12813,MR.,REGINALD,RAMOS,1967-11-08,M,M,reginald3@adventure-works.com,30000.0,1.0,Bachelors,Clerical,Y
12815,MRS.,DOMINIQUE,MEHTA,1967-06-26,M,F,dominique11@adventure-works.com,30000.0,1.0,Bachelors,Clerical,Y
12832,MR.,DOUGLAS,PRASAD,1964-04-21,S,M,douglas13@adventure-works.com,20000.0,3.0,High School,Manual,Y
12845,MRS.,ANGELA,TORRES,1965-11-28,M,F,angela30@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y
12846,MRS.,BRIDGET,NARA,1964-07-06,S,F,bridget18@adventure-works.com,30000.0,2.0,Partial College,Clerical,Y
12907,MRS.,JULIA,BRYANT,1971-11-23,M,F,julia84@adventure-works.com,60000.0,1.0,Graduate Degree,Professional,Y
12913,MR.,BENJAMIN,MOORE,1968-02-23,M,M,benjamin42@adventure-works.com,60000.0,2.0,Bachelors,Skilled Manual,Y
12930,MRS.,GRACE,HARRIS,1969-05-16,M,F,grace13@adventure-works.com,70000.0,5.0,Graduate Degree,Professional,Y
12936,,RENEE,MORENO,1965-03-27,S,,renee6@adventure-works.com,40000.0,0.0,Bachelors,Professional,Y
12944,MR.,JOSE,JAI,1965-07-21,M,M,jose26@adventure-works.com,80000.0,4.0,Bachelors,Skilled Manual,Y
12950,MRS.,MARY,ADAMS,1964-10-15,S,F,mary29@adventure-works.com,50000.0,5.0,Bachelors,Skilled Manual,Y
12967,MR.,FERNANDO,RODRIGUEZ,1961-04-10,M,M,fernando18@adventure-works.com,40000.0,4.0,High School,Skilled Manual,Y
12977,MS.,DESTINY,JOHNSON,1967-02-23,S,F,destiny1@adventure-works.com,60000.0,0.0,Graduate Degree,Professional,N
12988,MRS.,BARBARA,GOEL,1969-01-26,S,F,barbara47@adventure-works.com,90000.0,1.0,Graduate Degree,Management,Y
12990,MRS.,LESLIE,HERNANDEZ,1969-10-15,S,F,leslie4@adventure-works.com,100000.0,1.0,Graduate Degree,Management,Y
13005,MRS.,DESIREE,ALVAREZ,1966-08-15,M,F,desiree0@adventure-works.com,80000.0,5.0,Graduate Degree,Management,N
13019,MS.,DESTINY,MURPHY,1979-03-01,S,F,destiny31@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,Y
13046,MR.,JONATHAN,RODRIGUEZ,1952-10-05,M,M,jonathan74@adventure-works.com,30000.0,3.0,High School,Skilled Manual,Y
13067,MS.,OLIVIA,GARCIA,1974-11-25,S,F,olivia15@adventure-works.com,30000.0,0.0,High School,Skilled Manual,Y
13073,MS.,SYDNEY,LOPEZ,1976-01-12,M,F,sydney62@adventure-works.com,60000.0,0.0,Partial College,Professional,Y
13137,MRS.,JACQUELINE,SIMMONS,1960-02-09,M,F,jacqueline16@adventure-works.com,70000.0,5.0,Partial College,Skilled Manual,N
13154,MR.,AARON,LAL,1979-07-22,M,M,aaron29@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N
13162,MS.,NINA,NATH,1976-04-22,S,F,nina18@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,Y
13181,MR.,BRIAN,MORGAN,1942-12-23,M,M,brian24@adventure-works.com,90000.0,5.0,Bachelors,Management,Y
13199,MR.,TIMOTHY,STEWART,1943-06-25,S,M,timothy28@adventure-works.com,130000.0,2.0,Bachelors,Management,N
13216,MRS.,MARY,MITCHELL,1946-09-15,M,F,mary24@adventure-works.com,60000.0,5.0,Bachelors,Management,Y
13223,MR.,NOAH,LEE,1946-07-09,S,M,noah69@adventure-works.com,70000.0,4.0,Bachelors,Management,Y
13246,MRS.,HAILEY,PEREZ,1952-01-26,M,F,hailey53@adventure-works.com,60000.0,3.0,High School,Professional,Y
13256,MRS.,ABBY,SUBRAM,1957-11-13,S,F,abby10@adventure-works.com,130000.0,2.0,Partial College,Professional,N
13267,MR.,MATTHEW,MOORE,1932-03-05,M,M,matthew13@adventure-works.com,30000.0,4.0,High School,Professional,N
13287,MR.,BRANDON,RODRIGUEZ,1963-09-03,S,M,brandon50@adventure-works.com,110000.0,4.0,Bachelors,Management,Y
13298,MRS.,ANNA,HARRIS,1961-07-27,M,F,anna51@adventure-works.com,130000.0,1.0,Bachelors,Management,N
13303,MR.,JONATHAN,MARTINEZ,1955-10-04,M,M,jonathan71@adventure-works.com,70000.0,4.0,High School,Professional,Y
13319,MR.,CHARLES,HOWARD,1954-03-02,S,M,charles60@adventure-works.com,70000.0,3.0,High School,Professional,Y
13355,MR.,JACKSON,JAI,1944-09-24,M,M,jackson5@adventure-works.com,70000.0,5.0,Bachelors,Management,Y
13395,MR.,GABRIEL,LI,1951-07-15,M,M,gabriel23@adventure-works.com,70000.0,2.0,High School,Professional,Y
13424,MRS.,JASMINE,THOMAS,1964-09-20,M,F,jasmine9@adventure-works.com,90000.0,5.0,Partial College,Professional,Y
13429,MRS.,GABRIELLE,WASHINGTON,1964-02-04,M,F,gabrielle35@adventure-works.com,150000.0,2.0,Bachelors,Management,Y
13432,MR.,DALTON,WOOD,1956-06-21,S,M,dalton47@adventure-works.com,80000.0,3.0,Partial College,Professional,Y
13436,MS.,GAIL,GRIFFIN,1963-01-04,S,F,gail7@adventure-works.com,90000.0,0.0,Partial College,Professional,Y
13530,MRS.,KRYSTAL,CHEN,1943-09-25,M,F,krystal2@adventure-works.com,40000.0,1.0,Graduate Degree,Clerical,Y
13534,MRS.,BETH,NAVARRO,1961-07-17,M,F,beth12@adventure-works.com,30000.0,3.0,Graduate Degree,Clerical,Y
13550,MR.,JOE,MALHOTRA,1969-06-01,S,M,joe9@adventure-works.com,20000.0,0.0,Partial College,Manual,N
13555,MS.,TAMMY,SMITH,1969-09-13,M,F,tammy9@adventure-works.com,40000.0,0.0,Graduate Degree,Clerical,Y
13573,MR.,EDWIN,PAL,1968-12-04,M,M,edwin35@adventure-works.com,20000.0,1.0,Partial College,Manual,Y
13589,MR.,CAMERON,SMITH,1953-10-17,S,M,cameron42@adventure-works.com,90000.0,4.0,Partial College,Professional,Y
13611,MR.,MARSHALL,HUANG,1948-03-23,M,M,marshall5@adventure-works.com,90000.0,4.0,High School,Management,Y
13616,MR.,COLE,RAMIREZ,1976-03-27,M,M,cole9@adventure-works.com,70000.0,0.0,Bachelors,Professional,Y
13618,MR.,JAY,RAMAN,1976-11-14,S,M,jay19@adventure-works.com,70000.0,0.0,Bachelors,Professional,N
13638,MS.,DIANA,ALVAREZ,1972-07-12,S,F,diana3@adventure-works.com,110000.0,0.0,High School,Management,Y
13645,MR.,EUGENE,HE,1970-09-16,S,M,eugene23@adventure-works.com,100000.0,0.0,Partial High School,Professional,Y
13659,MR.,CLAYTON,SHAN,1941-10-18,M,M,clayton28@adventure-works.com,130000.0,2.0,Bachelors,Management,Y
13661,MR.,ANDRE,SARA,1975-11-07,M,M,andre10@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y
13693,MR.,DOMINIC,GONZALEZ,1971-02-06,S,M,dominic19@adventure-works.com,20000.0,0.0,Partial High School,Manual,N
13720,MR.,CAMERON,JOHNSON,1954-09-19,M,M,cameron43@adventure-works.com,20000.0,3.0,Partial High School,Manual,N
13746,MRS.,JANELLE,MADAN,1957-02-24,M,F,janelle7@adventure-works.com,40000.0,1.0,Partial College,Clerical,Y
13749,MR.,JULIO,ALONSO,1958-09-22,M,M,julio8@adventure-works.com,80000.0,4.0,Graduate Degree,Skilled Manual,Y
13795,MR.,CARL,RAJE,1964-02-02,S,M,carl13@adventure-works.com,20000.0,3.0,High School,Manual,Y
13804,MRS.,DAWN,LUO,1965-01-13,M,F,dawn29@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y
13851,MR.,SETH,MOORE,1972-07-08,S,M,seth8@adventure-works.com,40000.0,0.0,Graduate Degree,Skilled Manual,N
13865,MRS.,MARIAH,FOSTER,1972-06-23,M,F,mariah21@adventure-works.com,70000.0,2.0,Graduate Degree,Professional,Y
13868,MRS.,SHELBY,MORRIS,1970-07-13,S,F,shelby18@adventure-works.com,60000.0,1.0,Graduate Degree,Professional,Y
13890,MS.,JENNIFER,CARTER,1966-09-16,S,F,jennifer12@adventure-works.com,60000.0,0.0,Graduate Degree,Professional,Y
13914,MS.,ABIGAIL,BELL,1964-10-23,M,F,abigail9@adventure-works.com,40000.0,0.0,Bachelors,Professional,N
13979,MS.,CHLOE,JENKINS,1979-04-03,S,F,chloe73@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N
13991,MR.,JACK,HAYES,1978-03-08,M,M,jack23@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,Y
14025,MR.,ROBERT,ALEXANDER,1974-03-18,M,M,robert30@adventure-works.com,30000.0,0.0,High School,Skilled Manual,Y
14035,MR.,HUNTER,HUGHES,1973-08-02,S,M,hunter8@adventure-works.com,80000.0,0.0,Bachelors,Management,Y
14080,MS.,CYNTHIA,SRINI,1976-05-19,S,F,cynthia13@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y
14110,MR.,DAKOTA,SIMMONS,1973-06-11,S,M,dakota12@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,N
14137,MRS.,JOY,RUIZ,1943-10-06,M,F,joy3@adventure-works.com,20000.0,2.0,Partial College,Manual,Y
14147,MR.,MARCUS,RIVERA,1958-03-17,M,M,marcus83@adventure-works.com,30000.0,1.0,Graduate Degree,Clerical,Y
14149,MR.,DONALD,SRINI,1960-10-27,M,M,donald10@adventure-works.com,30000.0,3.0,Bachelors,Clerical,Y
14160,MS.,BRITTNEY,HU,1969-07-05,M,F,brittney19@adventure-works.com,40000.0,0.0,Graduate Degree,Clerical,Y
14201,MRS.,MARIE,SERRANO,1948-04-10,M,F,marie40@adventure-works.com,80000.0,5.0,High School,Management,Y
14220,MS.,LATASHA,ROMERO,1974-07-20,M,F,latasha9@adventure-works.com,100000.0,0.0,High School,Management,Y
14224,MS.,TAMARA,SHE,1973-09-21,S,F,tamara12@adventure-works.com,110000.0,0.0,Partial College,Management,Y
14240,MRS.,CAROLINE,FOSTER,1941-06-18,M,F,caroline17@adventure-works.com,80000.0,4.0,Bachelors,Management,N
14241,MRS.,GRACE,WOOD,1941-10-27,M,F,grace49@adventure-works.com,110000.0,2.0,Graduate Degree,Management,Y
14271,MR.,LUCAS,WRIGHT,1974-03-03,M,M,lucas43@adventure-works.com,30000.0,0.0,High School,Skilled Manual,Y
14278,MS.,OLIVIA,SANCHEZ,1958-07-21,M,F,olivia25@adventure-works.com,130000.0,0.0,Graduate Degree,Management,Y
14292,MRS.,ISABELLA,ROSS,1957-09-28,S,F,isabella15@adventure-works.com,70000.0,2.0,Partial High School,Skilled Manual,Y
14293,MR.,KYLE,CAMPBELL,1957-02-15,M,M,kyle37@adventure-works.com,60000.0,2.0,High School,Professional,N
14336,MR.,GABRIEL,BAKER,1978-08-07,M,M,gabriel38@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y
14351,MS.,RILEY,GRAY,1976-02-02,S,F,riley25@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,Y
14353,MS.,ERIN,REED,1975-06-15,S,F,erin24@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N
14364,MR.,MARIO,RAI,1973-03-09,M,M,mario16@adventure-works.com,50000.0,1.0,Graduate Degree,Skilled Manual,Y
14395,MR.,DEVIN,REED,1947-03-23,S,M,devin85@adventure-works.com,70000.0,4.0,Bachelors,Management,Y
14409,MR.,ERIC,WANG,1950-04-26,M,M,eric32@adventure-works.com,70000.0,4.0,Partial College,Professional,Y
14410,MRS.,ARIANNA,BROOKS,1950-06-26,M,F,arianna22@adventure-works.com,70000.0,4.0,Partial College,Professional,Y
14505,MR.,ALEX,EDWARDS,1938-05-25,M,M,alex28@adventure-works.com,130000.0,2.0,Bachelors,Management,Y
14521,MR.,RODNEY,ROMERO,1947-10-11,M,M,rodney5@adventure-works.com,20000.0,4.0,High School,Skilled Manual,N
14543,MRS.,HEATHER,LU,1957-08-11,M,F,heather10@adventure-works.com,10000.0,1.0,Partial College,Manual,Y
14566,MRS.,KAYLEE,MITCHELL,1971-10-04,M,F,kaylee33@adventure-works.com,60000.0,1.0,Graduate Degree,Professional,Y
14567,MR.,SETH,THOMAS,1971-05-25,M,M,seth11@adventure-works.com,60000.0,1.0,Graduate Degree,Professional,Y
14602,MRS.,KAYLEE,KELLY,1969-09-08,M,F,kaylee1@adventure-works.com,80000.0,3.0,Graduate Degree,Professional,Y
14622,MR.,BRANDON,PATTERSON,1962-02-24,M,M,brandon8@adventure-works.com,70000.0,1.0,Partial College,Skilled Manual,Y
14638,MR.,BLAKE,SCOTT,1960-08-21,S,M,blake31@adventure-works.com,40000.0,0.0,Bachelors,Professional,N
14651,MRS.,AMBER,GREEN,1960-05-14,M,F,amber15@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y
14653,MR.,TROY,FERNANDEZ,1959-01-07,M,M,troy17@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y
14654,MR.,KYLE,COLLINS,1959-08-14,M,M,kyle32@adventure-works.com,60000.0,4.0,Bachelors,Professional,Y
14656,MR.,BRYANT,FERNANDEZ,1959-03-08,M,M,bryant15@adventure-works.com,80000.0,1.0,Graduate Degree,Professional,Y
14659,MR.,ZACHARY,HARRIS,1958-01-20,M,M,zachary44@adventure-works.com,60000.0,1.0,Bachelors,Professional,Y
14670,MRS.,LESLIE,GILL,1968-11-03,S,F,leslie14@adventure-works.com,60000.0,2.0,Bachelors,Professional,Y
14708,MS.,EVELYN,KAPOOR,1971-04-05,S,F,evelyn1@adventure-works.com,20000.0,0.0,Partial High School,Manual,N
14722,MRS.,SHARON,CARSON,1974-12-27,S,F,sharon20@adventure-works.com,40000.0,3.0,Partial College,Clerical,Y
14724,MR.,DYLAN,ROBINSON,1966-07-12,M,M,dylan48@adventure-works.com,60000.0,0.0,Graduate Degree,Skilled Manual,Y
14734,MR.,KEVIN,EDWARDS,1953-11-11,M,M,kevin38@adventure-works.com,30000.0,1.0,Bachelors,Skilled Manual,Y
14813,MRS.,MADISON,HAYES,1963-05-02,S,F,madison34@adventure-works.com,20000.0,4.0,High School,Manual,Y
14835,MRS.,MELODY,SAUNDERS,1978-09-02,S,F,melody20@adventure-works.com,30000.0,4.0,Partial College,Clerical,Y
14837,MR.,DENNIS,LI,1977-07-17,S,M,dennis4@adventure-works.com,30000.0,0.0,Partial College,Clerical,Y
14870,MRS.,BRANDI,ORTEGA,1974-01-11,S,F,brandi21@adventure-works.com,40000.0,3.0,Partial College,Clerical,Y
14872,MR.,FERNANDO,CLARK,1974-02-27,M,M,fernando17@adventure-works.com,30000.0,0.0,Graduate Degree,Skilled Manual,Y
14904,MR.,SPENCER,POWELL,1956-05-02,M,M,spencer10@adventure-works.com,40000.0,1.0,Partial College,Clerical,Y
14920,MR.,JASON,HILL,1959-05-24,M,M,jason42@adventure-works.com,60000.0,4.0,Graduate Degree,Skilled Manual,Y
14925,MRS.,ASHLEY,HUGHES,1968-10-28,M,F,ashley38@adventure-works.com,30000.0,1.0,Bachelors,Clerical,Y
14931,MR.,ANDRES,PAL,1968-11-02,M,M,andres9@adventure-works.com,40000.0,0.0,Graduate Degree,Clerical,Y
