CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
11522,MR.,CHRISTIAN,HUGHES,1955-12-23,M,M,christian26@adventure-works.com,80000.0,5.0,Graduate Degree,Skilled Manual,Y
11527,MRS.,JENNA,GREEN,1956-06-04,M,F,jenna14@adventure-works.com,40000.0,1.0,Partial College,Clerical,Y
11573,MRS.,MEAGAN,SUBRAM,1965-11-15,S,F,meagan13@adventure-works.com,20000.0,2.0,High School,Manual,Y
11590,MRS.,ERIKA,DIAZ,1963-10-18,S,F,erika2@adventure-works.com,30000.0,2.0,Partial College,Clerical,Y
11593,MR.,ARMANDO,MORENO,1977-03-25,S,M,armando6@adventure-works.com,20000.0,0.0,High School,Manual,Y
11623,,ANGELA,PERRY,1973-06-27,S,,angela10@adventure-works.com,50000.0,1.0,Graduate Degree,Skilled Manual,Y
11712,MRS.,SHELBY,ROGERS,1962-11-03,M,F,shelby19@adventure-works.com,70000.0,1.0,Partial College,Skilled Manual,Y
11713,MR.,KYLE,ZHANG,1962-03-20,M,M,kyle19@adventure-works.com,70000.0,1.0,Partial College,Skilled Manual,Y
11744,MRS.,STEPHANIE,CAMPBELL,1958-09-07,M,F,stephanie54@adventure-works.com,60000.0,1.0,Bachelors,Professional,Y
11751,MRS.,VICTORIA,GONZALES,1970-07-17,M,F,victoria63@adventure-works.com,80000.0,4.0,Graduate Degree,Management,Y
11760,MRS.,MELODY,MORENO,1967-10-27,M,F,melody7@adventure-works.com,70000.0,5.0,Bachelors,Professional,Y
11813,MS.,MARY,PATTERSON,1967-11-12,M,F,mary40@adventure-works.com,40000.0,0.0,Bachelors,Professional,N
11840,MR.,JULIAN,PATTERSON,1965-05-17,M,M,julian12@adventure-works.com,60000.0,0.0,Graduate Degree,Professional,Y
11869,MS.,KAITLYN,ADAMS,1967-11-06,S,F,kaitlyn13@adventure-works.com,70000.0,0.0,Partial College,Skilled Manual,N
11881,MR.,RICHARD,MITCHELL,1959-07-24,M,M,richard30@adventure-works.com,60000.0,4.0,Bachelors,Professional,Y
11986,MR.,MAX,ALVAREZ,1963-07-24,S,M,max5@adventure-works.com,70000.0,0.0,Bachelors,Professional,Y
11999,MR.,JOHNNY,SHAN,1960-06-05,M,M,johnny11@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y
12013,MRS.,KAYLA,LEWIS,1953-03-07,S,F,kayla20@adventure-works.com,30000.0,2.0,Partial College,Clerical,Y
12043,MR.,CARSON,PATTERSON,1974-09-21,M,M,carson9@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,Y
12049,MS.,ANGELA,RUSSELL,1968-04-11,S,F,angela22@adventure-works.com,80000.0,0.0,Bachelors,Management,Y
12054,MR.,LUKE,DIAZ,1968-06-04,M,M,luke11@adventure-works.com,90000.0,4.0,Bachelors,Management,Y
12062,MR.,EDWARD,LONG,1944-06-04,M,M,edward58@adventure-works.com,70000.0,4.0,Bachelors,Management,Y
12112,MRS.,ARIANNA,HENDERSON,1950-06-09,M,F,arianna5@adventure-works.com,70000.0,4.0,Partial College,Professional,Y
12140,MR.,OSCAR,RUSSELL,1965-03-11,S,M,oscar6@adventure-works.com,90000.0,4.0,Partial College,Professional,N
12161,MRS.,ALEXANDRIA,ROGERS,1963-03-08,M,F,alexandria40@adventure-works.com,100000.0,5.0,Partial College,Professional,Y
12164,MR.,NOAH,BUTLER,1963-04-13,M,M,noah11@adventure-works.com,150000.0,3.0,Bachelors,Management,Y
12295,MR.,DWAYNE,GOMEZ,1945-03-21,S,M,dwayne1@adventure-works.com,60000.0,3.0,Partial High School,Skilled Manual,Y
12301,MRS.,NICHOLE,NARA,1946-12-05,S,F,nichole16@adventure-works.com,100000.0,2.0,Bachelors,Management,Y
12326,MR.,GLENN,ZHOU,1951-02-03,S,M,glenn9@adventure-works.com,170000.0,0.0,Partial College,Management,N
12353,MR.,JOE,RAMOS,1973-10-20,M,M,joe41@adventure-works.com,110000.0,0.0,Partial College,Management,N
12368,MR.,RODNEY,RUBIO,1973-06-22,S,M,rodney15@adventure-works.com,10000.0,0.0,Partial High School,Manual,N
12383,MR.,ALBERT,GOMEZ,1973-04-20,S,M,albert4@adventure-works.com,30000.0,0.0,High School,Manual,N
12403,MR.,HENRY,YOUNG,1971-06-18,S,M,henry24@adventure-works.com,40000.0,2.0,Partial College,Clerical,Y
12427,MRS.,KIMBERLY,STEWART,1954-02-08,M,F,kimberly24@adventure-works.com,40000.0,1.0,Partial College,Clerical,Y
12458,MRS.,VERONICA,SANCHEZ,1968-05-27,M,F,veronica22@adventure-works.com,30000.0,1.0,Bachelors,Clerical,Y
12491,MR.,ALVIN,HUANG,1966-02-06,M,M,alvin7@adventure-works.com,40000.0,0.0,Bachelors,Professional,Y
12504,MR.,ARTHUR,GUTIERREZ,1963-02-20,M,M,arthur35@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y
12532,MR.,JOSE,CARTER,1973-03-09,M,M,jose46@adventure-works.com,50000.0,0.0,Graduate Degree,Skilled Manual,Y
12578,MR.,GAVIN,PERRY,1980-02-28,S,M,gavin7@adventure-works.com,10000.0,0.0,Partial College,Manual,N
12615,MR.,NATHAN,HILL,1969-02-20,S,M,nathan42@adventure-works.com,10000.0,2.0,High School,Manual,Y
12668,MS.,MELISSA,PATTERSON,1976-04-26,S,F,melissa5@adventure-works.com,70000.0,0.0,Bachelors,Professional,Y
12676,MS.,MICHELE,MADAN,1974-06-28,S,F,michele63@adventure-works.com,90000.0,0.0,Bachelors,Professional,Y
12707,MR.,IAN,LEWIS,1941-09-28,M,M,ian19@adventure-works.com,70000.0,5.0,Graduate Degree,Management,Y
12751,MRS.,PRISCILLA,XU,1970-12-12,S,F,priscilla4@adventure-works.com,40000.0,2.0,Partial College,Clerical,Y
12768,MR.,JOHNATHAN,CHAPMAN,1954-05-26,M,M,johnathan3@adventure-works.com,30000.0,1.0,High School,Clerical,Y
12801,MRS.,MELODY,BROWNING,1968-01-05,S,F,melody16@adventure-works.com,30000.0,1.0,Bachelors,Clerical,Y
12827,MR.,NICOLAS,RAJE,1965-07-15,S,M,nicolas12@adventure-works.com,20000.0,2.0,High School,Manual,Y
12839,MS.,DOMINIQUE,FERNANDEZ,1966-06-18,S,F,dominique13@adventure-works.com,60000.0,0.0,Graduate Degree,Skilled Manual,N
12862,MRS.,MELINDA,ORTEGA,1978-02-11,S,F,melinda16@adventure-works.com,30000.0,3.0,Partial College,Clerical,Y
12876,MR.,BLAKE,ROBINSON,1959-07-22,M,M,blake18@adventure-works.com,60000.0,4.0,Graduate Degree,Skilled Manual,Y
12880,MR.,LUIS,HAYES,1973-09-11,S,M,luis22@adventure-works.com,50000.0,0.0,Graduate Degree,Skilled Manual,N
12889,MR.,JAMES,ADAMS,1971-11-27,M,M,james66@adventure-works.com,60000.0,1.0,Graduate Degree,Skilled Manual,Y
12969,MR.,RICHARD,RODRIGUEZ,1960-06-02,M,M,richard14@adventure-works.com,40000.0,4.0,High School,Skilled Manual,N
12990,MRS.,LESLIE,HERNANDEZ,1969-10-15,S,F,leslie4@adventure-works.com,100000.0,1.0,Graduate Degree,Management,Y
13019,MS.,DESTINY,MURPHY,1979-03-01,S,F,destiny31@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,Y
13049,MRS.,AUTUMN,WANG,1953-07-06,M,F,autumn1@adventure-works.com,40000.0,3.0,Partial College,Skilled Manual,N
13061,MR.,ETHAN,ANDERSON,1974-06-01,S,M,ethan43@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N
13095,MR.,JORDAN,GRIFFIN,1957-07-24,S,M,jordan18@adventure-works.com,60000.0,2.0,High School,Professional,Y
13128,MS.,COLLEEN,WEST,1964-04-23,S,F,colleen1@adventure-works.com,70000.0,0.0,Bachelors,Professional,N
13145,MR.,GILBERT,XU,1976-01-22,M,M,gilbert9@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y
13150,MRS.,LACEY,YANG,1937-06-10,S,F,lacey17@adventure-works.com,30000.0,2.0,Partial College,Clerical,Y
13198,MRS.,CINDY,GRAY,1943-10-16,M,F,cindy25@adventure-works.com,120000.0,2.0,Bachelors,Management,Y
13205,MR.,JEROME,TORRES,1944-08-09,M,M,jerome10@adventure-works.com,70000.0,5.0,Bachelors,Management,Y
13212,MR.,LOGAN,PHILLIPS,1945-08-10,M,M,logan32@adventure-works.com,60000.0,4.0,Bachelors,Management,Y
13216,MRS.,MARY,MITCHELL,1946-09-15,M,F,mary24@adventure-works.com,60000.0,5.0,Bachelors,Management,Y
13311,MS.,ISABELLA,REED,1960-03-26,M,F,isabella85@adventure-works.com,100000.0,0.0,Partial College,Professional,Y
13340,MRS.,NATALIE,EDWARDS,1942-05-03,M,F,natalie45@adventure-works.com,90000.0,5.0,Bachelors,Management,Y
13366,MR.,AUSTIN,DAVIS,1946-05-10,M,M,austin44@adventure-works.com,70000.0,4.0,Bachelors,Management,Y
13448,,CATHERINE,WARD,1962-07-13,M,,catherine11@adventure-works.com,130000.0,1.0,Bachelors,Management,Y
13463,MRS.,TAMMY,SARA,1936-08-04,M,F,tammy11@adventure-works.com,60000.0,2.0,Graduate Degree,Management,Y
13548,MS.,BRIDGET,JAI,1970-09-26,M,F,bridget13@adventure-works.com,30000.0,0.0,Bachelors,Clerical,Y
13574,MRS.,BRENDA,GARCIA,1968-03-03,S,F,brenda18@adventure-works.com,20000.0,1.0,Partial College,Manual,N
13582,MRS.,MARTHA,GAO,1946-09-22,M,F,martha14@adventure-works.com,130000.0,4.0,Partial College,Professional,Y
13588,MRS.,DEB,DOMINGUEZ,1954-03-03,M,F,deb5@adventure-works.com,130000.0,3.0,Partial College,Professional,Y
13651,MR.,JERRY,SHARMA,1971-09-06,M,M,jerry10@adventure-works.com,120000.0,0.0,Partial High School,Management,Y
13669,MRS.,KRISTY,GILL,1963-03-03,M,F,kristy12@adventure-works.com,60000.0,3.0,Bachelors,Professional,Y
13679,MRS.,SANDRA,LI,1974-02-03,M,F,sandra9@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y
13711,MR.,THOMAS,MITCHELL,1966-08-01,S,M,thomas48@adventure-works.com,60000.0,0.0,Graduate Degree,Skilled Manual,N
13728,MRS.,TAYLOR,STEWART,1955-08-26,M,F,taylor1@adventure-works.com,40000.0,1.0,Partial College,Clerical,Y
13739,MR.,JASON,COLEMAN,1956-08-15,M,M,jason3@adventure-works.com,40000.0,1.0,Partial College,Clerical,Y
13742,MR.,BENJAMIN,ROSS,1957-10-20,M,M,benjamin5@adventure-works.com,40000.0,1.0,Partial College,Clerical,Y
13769,MR.,BRENDAN,KUMAR,1968-09-02,M,M,brendan6@adventure-works.com,40000.0,0.0,Graduate Degree,Clerical,Y
13780,MRS.,MONICA,PEREZ,1966-07-20,M,F,monica20@adventure-works.com,20000.0,1.0,High School,Manual,Y
13827,MR.,NATHAN,HARRIS,1977-10-01,M,M,nathan71@adventure-works.com,30000.0,0.0,Partial College,Clerical,N
13858,MRS.,MELANIE,RICHARDSON,1971-03-18,M,F,melanie35@adventure-works.com,60000.0,1.0,Graduate Degree,Skilled Manual,Y
13927,MR.,GABRIEL,GONZALES,1963-12-08,S,M,gabriel14@adventure-works.com,60000.0,0.0,Bachelors,Professional,N
14032,MR.,ARTHUR,CHANDRA,1956-01-07,M,M,arthur4@adventure-works.com,70000.0,2.0,High School,Skilled Manual,N
14043,MRS.,MARY,GONZALEZ,1957-02-28,S,F,mary21@adventure-works.com,60000.0,2.0,High School,Professional,Y
14070,MR.,RICKY,ALONSO,1958-11-10,S,M,ricky8@adventure-works.com,90000.0,2.0,Bachelors,Professional,Y
14087,MR.,HAROLD,GARCIA,1937-05-05,S,M,harold12@adventure-works.com,40000.0,2.0,Bachelors,Management,Y
14118,MRS.,ELIZABETH,ROSS,1967-07-14,S,F,elizabeth33@adventure-works.com,100000.0,1.0,Bachelors,Management,Y
14143,MRS.,JILL,SANDOVAL,1960-03-13,S,F,jill28@adventure-works.com,20000.0,1.0,Partial College,Manual,N
14169,MRS.,CARMEN,MARTINEZ,1968-04-16,S,F,carmen2@adventure-works.com,10000.0,3.0,High School,Manual,Y
14210,MS.,JENNY,TANG,1976-10-27,M,F,jenny27@adventure-works.com,80000.0,0.0,Bachelors,Professional,Y
14228,MR.,ARTURO,RAJE,1971-08-21,S,M,arturo39@adventure-works.com,80000.0,0.0,Bachelors,Professional,Y
14255,MR.,JONATHAN,JACKSON,1943-02-26,S,M,jonathan65@adventure-works.com,110000.0,2.0,Bachelors,Management,Y
14289,MS.,JESSICA,MARTINEZ,1966-08-22,S,F,jessica65@adventure-works.com,150000.0,0.0,Bachelors,Management,N
14378,MR.,CORY,MEHTA,1944-09-01,S,M,cory12@adventure-works.com,60000.0,4.0,Graduate Degree,Management,Y
14414,MRS.,RACHEL,WILSON,1951-09-14,M,F,rachel9@adventure-works.com,60000.0,2.0,Partial College,Professional,N
14497,MRS.,ALLISON,SCOTT,1952-10-03,M,F,allison36@adventure-works.com,40000.0,3.0,Partial College,Professional,N
14562,MR.,BRYCE,STEWART,1970-04-09,M,M,bryce21@adventure-works.com,50000.0,1.0,Bachelors,Skilled Manual,Y
14580,MR.,KYLE,DIAZ,1967-03-17,S,M,kyle17@adventure-works.com,40000.0,0.0,Bachelors,Professional,N
14670,MRS.,LESLIE,GILL,1968-11-03,S,F,leslie14@adventure-works.com,60000.0,2.0,Bachelors,Professional,Y
14764,MR.,XAVIER,SCOTT,1959-09-03,S,M,xavier27@adventure-works.com,60000.0,4.0,Graduate Degree,Skilled Manual,Y
14798,MRS.,COLLEEN,NARA,1965-08-18,S,F,colleen39@adventure-works.com,10000.0,4.0,Partial High School,Manual,Y
14809,MR.,MAX,SUAREZ,1963-04-07,S,M,max17@adventure-works.com,20000.0,3.0,High School,Manual,Y
14817,MRS.,ANNA,WASHINGTON,1965-09-16,M,F,anna38@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y
14895,MR.,CONNOR,HERNANDEZ,1955-10-07,M,M,connor45@adventure-works.com,40000.0,1.0,Partial College,Clerical,Y
14967,MRS.,BRIDGET,XU,1964-05-15,S,F,bridget6@adventure-works.com,30000.0,2.0,Partial College,Clerical,Y
14978,MR.,JAMIE,ORTEGA,1978-04-01,S,M,jamie44@adventure-works.com,30000.0,4.0,Partial College,Clerical,Y
15039,MRS.,MICHELE,XIE,1977-04-05,S,F,michele3@adventure-works.com,10000.0,1.0,High School,Manual,N
15044,MS.,VALERIE,HU,1977-08-10,S,F,valerie22@adventure-works.com,20000.0,0.0,Partial College,Manual,Y
15062,MRS.,JAIME,ALONSO,1960-09-22,S,F,jaime9@adventure-works.com,30000.0,3.0,Graduate Degree,Clerical,Y
15115,MR.,CHRISTIAN,PATTERSON,1950-06-13,S,M,christian25@adventure-works.com,90000.0,4.0,High School,Management,Y
15157,MR.,JORDAN,GONZALEZ,1941-01-11,M,M,jordan62@adventure-works.com,100000.0,2.0,Graduate Degree,Management,Y
15169,MR.,ZACHARY,MILLER,1953-04-05,M,M,zachary35@adventure-works.com,40000.0,3.0,Partial College,Skilled Manual,Y
15270,MS.,ARIANA,COX,1976-08-06,S,F,ariana9@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N
15330,MRS.,CATHERINE,RICHARDSON,1949-08-25,S,F,catherine8@adventure-works.com,60000.0,2.0,Partial College,Professional,N
15381,MRS.,ALEXA,HOWARD,1962-05-10,M,F,alexa9@adventure-works.com,100000.0,1.0,Partial College,Professional,Y
15415,MRS.,RACHEL,GRAY,1939-05-14,M,F,rachel42@adventure-works.com,110000.0,2.0,Graduate Degree,Management,N
15426,MRS.,CRISTINA,KUMAR,1944-02-17,S,F,cristina7@adventure-works.com,10000.0,5.0,High School,Skilled Manual,Y
15434,MR.,BRENT,ZHOU,1945-01-19,M,M,brent8@adventure-works.com,20000.0,4.0,High School,Skilled Manual,N
15445,MR.,BOB,LOPEZ,1962-12-13,M,M,bob9@adventure-works.com,20000.0,1.0,Graduate Degree,Clerical,Y
15472,MRS.,JENNIFER,TORRES,1969-10-18,S,F,jennifer67@adventure-works.com,50000.0,2.0,Bachelors,Skilled Manual,Y
15490,MRS.,KAITLYN,RIVERA,1968-02-03,S,F,kaitlyn55@adventure-works.com,70000.0,2.0,Bachelors,Skilled Manual,N
15518,MR.,RICHARD,BRYANT,1969-09-12,M,M,richard73@adventure-works.com,80000.0,3.0,Graduate Degree,Professional,Y
15522,MR.,ETHAN,RUSSELL,1965-09-07,M,M,ethan16@adventure-works.com,60000.0,0.0,Graduate Degree,Professional,Y
15524,MR.,DALTON,STONE,1964-09-15,M,M,dalton0@adventure-works.com,50000.0,4.0,Bachelors,Skilled Manual,Y
15583,MRS.,LINDSEY,XU,1968-09-28,S,F,lindsey5@adventure-works.com,70000.0,5.0,Bachelors,Professional,Y
15601,MRS.,NAOMI,MORENO,1968-08-12,M,F,naomi6@adventure-works.com,70000.0,5.0,Bachelors,Professional,Y
15613,MS.,MELINDA,MORENO,1978-09-15,S,F,melinda3@adventure-works.com,30000.0,0.0,High School,Manual,N
15614,MRS.,FAITH,SIMMONS,1974-11-14,M,F,faith14@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y
15649,MRS.,MELINDA,JIMENEZ,1943-04-11,M,F,melinda2@adventure-works.com,30000.0,1.0,Bachelors,Clerical,Y
15662,MRS.,MEGAN,RICHARDSON,1960-05-24,M,F,megan38@adventure-works.com,30000.0,3.0,Bachelors,Clerical,Y
15698,MRS.,SUSAN,WANG,1953-03-03,S,F,susan11@adventure-works.com,120000.0,3.0,Bachelors,Management,Y
15714,MRS.,BETHANY,PAL,1947-09-17,S,F,bethany15@adventure-works.com,80000.0,5.0,Partial High School,Skilled Manual,Y
15734,MS.,ALICIA,LAL,1970-07-11,M,F,alicia6@adventure-works.com,100000.0,0.0,Partial High School,Professional,Y
15747,MR.,EVAN,NELSON,1944-02-25,M,M,evan34@adventure-works.com,70000.0,4.0,Bachelors,Management,Y
15773,MR.,DYLAN,JENKINS,1957-10-03,M,M,dylan5@adventure-works.com,70000.0,2.0,Partial High School,Skilled Manual,N
15897,MRS.,HALEY,COOPER,1948-03-17,S,F,haley9@adventure-works.com,70000.0,4.0,Partial College,Professional,Y
15899,MR.,IAN,JAMES,1949-07-01,M,M,ian64@adventure-works.com,70000.0,4.0,Partial College,Professional,Y
15924,MR.,OMAR,WANG,1956-06-20,M,M,omar1@adventure-works.com,100000.0,2.0,High School,Professional,Y
15936,MRS.,ABIGAIL,JOHNSON,1933-07-15,M,F,abigail48@adventure-works.com,90000.0,4.0,Bachelors,Management,Y
15952,MR.,EVAN,COOPER,1956-06-20,M,M,evan9@adventure-works.com,90000.0,2.0,Partial College,Professional,N
16044,MRS.,CONNIE,RAI,1958-09-09,M,F,connie4@adventure-works.com,10000.0,1.0,Bachelors,Manual,Y
16049,MRS.,ASHLEE,NARA,1957-05-12,M,F,ashlee1@adventure-works.com,10000.0,1.0,Partial College,Manual,Y
16064,MRS.,ISABELLA,GRIFFIN,1969-03-01,M,F,isabella31@adventure-works.com,50000.0,1.0,Bachelors,Skilled Manual,Y
16094,MS.,KAYLA,BROWN,1966-11-12,S,F,kayla4@adventure-works.com,60000.0,0.0,Graduate Degree,Professional,Y
16108,MR.,BRYCE,HOWARD,1964-06-24,S,M,bryce10@adventure-works.com,60000.0,4.0,Bachelors,Skilled Manual,N
16140,MR.,SETH,HARRIS,1960-04-04,M,M,seth14@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y
16213,MS.,KAYLEE,TURNER,1966-05-16,S,F,kaylee26@adventure-works.com,60000.0,0.0,Graduate Degree,Skilled Manual,Y
16223,MR.,CARLOS,COLLINS,1953-05-18,M,M,carlos28@adventure-works.com,30000.0,1.0,Bachelors,Skilled Manual,Y
16282,MRS.,KRISTINE,SUAREZ,1963-09-01,S,F,kristine20@adventure-works.com,20000.0,3.0,High School,Manual,Y
16305,MR.,STANLEY,GONZALEZ,1979-09-23,S,M,stanley20@adventure-works.com,30000.0,3.0,Partial College,Clerical,Y
16321,MS.,RUTH,MALHOTRA,1974-10-25,M,F,ruth9@adventure-works.com,10000.0,0.0,Partial High School,Manual,Y
16339,MR.,SETH,DAVIS,1950-05-02,M,M,seth5@adventure-works.com,30000.0,3.0,Partial College,Clerical,N
16349,MR.,LEVI,SAI,1954-04-15,S,M,levi5@adventure-works.com,80000.0,2.0,Partial College,Skilled Manual,N
16376,MRS.,MARIA,WRIGHT,1957-12-07,M,F,maria61@adventure-works.com,40000.0,1.0,Partial College,Clerical,Y
16434,MRS.,TAYLOR,BAILEY,1964-10-04,M,F,taylor9@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y
16446,MRS.,KRISTINE,MUNOZ,1962-05-12,M,F,kristine8@adventure-works.com,30000.0,1.0,Partial College,Clerical,Y
16449,MR.,CASEY,BROWNING,1978-02-14,S,M,casey39@adventure-works.com,30000.0,4.0,Partial College,Clerical,Y
16505,MS.,ERIN,GRAY,1974-08-07,S,F,erin10@adventure-works.com,30000.0,0.0,High School,Skilled Manual,Y
16664,MS.,SOPHIA,NELSON,1958-06-17,M,F,sophia8@adventure-works.com,130000.0,0.0,Graduate Degree,Management,Y
16711,MR.,JORGE,ZHAO,1960-02-02,M,M,jorge12@adventure-works.com,70000.0,5.0,Partial College,Skilled Manual,Y
16758,MR.,JUSTIN,PERRY,1967-11-18,M,M,justin4@adventure-works.com,110000.0,0.0,Graduate Degree,Management,Y
16771,MR.,IAN,WALKER,1972-12-24,M,M,ian21@adventure-works.com,50000.0,1.0,Graduate Degree,Skilled Manual,Y
16836,MR.,DAVID,THOMAS,1965-11-22,M,M,david69@adventure-works.com,90000.0,4.0,Partial College,Professional,Y
16859,MR.,JACK,KUMAR,1962-08-21,S,M,jack29@adventure-works.com,100000.0,1.0,Partial College,Professional,Y
16914,MRS.,ALEXANDRA,CAMPBELL,1968-10-24,M,F,alexandra49@adventure-works.com,100000.0,3.0,Bachelors,Management,Y
16988,MR.,BRIAN,BAILEY,1965-04-19,S,M,brian27@adventure-works.com,80000.0,3.0,Bachelors,Skilled Manual,N
17021,MRS.,NICOLE,REED,1961-07-06,M,F,nicole29@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y
17087,MR.,JÉSUS,DOMINGUEZ,1972-06-23,M,M,jésus11@adventure-works.com,10000.0,0.0,Partial High School,Manual,N
17125,MRS.,PAIGE,ROGERS,1954-11-19,M,F,paige44@adventure-works.com,20000.0,3.0,Partial High School,Manual,N
17135,MR.,RICHARD,EDWARDS,1946-10-12,S,M,richard38@adventure-works.com,70000.0,5.0,Bachelors,Management,Y
17161,MRS.,KATHERINE,LOPEZ,1950-10-16,S,F,katherine69@adventure-works.com,60000.0,2.0,Partial College,Professional,Y
17179,MR.,JAMES,HENDERSON,1952-07-22,S,M,james20@adventure-works.com,60000.0,2.0,High School,Professional,Y
17214,MR.,DAMIEN,LIU,1952-09-20,M,M,damien3@adventure-works.com,130000.0,4.0,High School,Professional,Y
17216,MRS.,KATHLEEN,RAMOS,1950-06-10,M,F,kathleen18@adventure-works.com,90000.0,4.0,High School,Management,Y
17230,MR.,LANCE,SUAREZ,1975-12-13,M,M,lance19@adventure-works.com,80000.0,0.0,Bachelors,Professional,Y
17255,MS.,CARLY,NATH,1970-09-03,M,F,carly16@adventure-works.com,100000.0,0.0,Partial High School,Professional,Y
17308,MRS.,DEBORAH,KUMAR,1962-08-15,M,F,deborah12@adventure-works.com,60000.0,1.0,Bachelors,Professional,Y
17387,MR.,AIDAN,ALEXANDER,1972-06-14,M,M,aidan20@adventure-works.com,50000.0,1.0,Graduate Degree,Skilled Manual,Y
17394,MRS.,VERONICA,MEHTA,1964-04-20,S,F,veronica15@adventure-works.com,130000.0,2.0,Graduate Degree,Management,N
17402,MR.,BRYCE,ROGERS,1956-11-12,M,M,bryce18@adventure-works.com,80000.0,3.0,Partial College,Professional,Y
17477,MRS.,MIRANDA,GRIFFIN,1942-03-12,S,F,miranda21@adventure-works.com,50000.0,4.0,Bachelors,Management,N
17540,MRS.,GLORIA,GUTIERREZ,1962-03-07,M,F,gloria11@adventure-works.com,40000.0,4.0,High School,Skilled Manual,Y
17597,MRS.,SARAH,DIAZ,1966-07-11,S,F,sarah46@adventure-works.com,60000.0,3.0,Bachelors,Skilled Manual,Y
17829,MRS.,AUDREY,GUTIERREZ,1963-08-21,M,F,audrey12@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y
17873,MR.,ALEJANDRO,SHE,1969-05-06,M,M,alejandro26@adventure-works.com,10000.0,0.0,Graduate Degree,Manual,Y
17885,MR.,JULIO,CARLSON,1962-01-21,M,M,julio19@adventure-works.com,30000.0,4.0,Graduate Degree,Clerical,Y
17939,MRS.,KELLI,WANG,1959-07-04,S,F,kelli1@adventure-works.com,10000.0,1.0,High School,Manual,N
17996,MR.,CEDRIC,RAJI,1964-11-13,S,M,cedric39@adventure-works.com,20000.0,3.0,High School,Manual,Y
